Week,Rank,Track,Artist,Streams,Track_uri
2021-05-28--2021-06-04,65,No Role Modelz,J. Cole,"2,423,091",https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
2021-05-28--2021-06-04,66,Watermelon Sugar,Harry Styles,"2,419,396",https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
2021-05-28--2021-06-04,67,Lucid Dreams,Juice WRLD,"2,414,999",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
2021-05-28--2021-06-04,68,Killer (feat. Jack Harlow & Cordae) - Remix,Eminem,"2,412,517",https://open.spotify.com/track/7zl7kehxesNEo2pYkKXTSe
2021-05-28--2021-06-04,69,ROCKSTAR (feat. Roddy Ricch),DaBaby,"2,409,923",https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2021-05-28--2021-06-04,70,9 5 . s o u t h,J. Cole,"2,384,670",https://open.spotify.com/track/5R691ipUYRDYW6ehapjoj6
2021-05-28--2021-06-04,71,Dick (feat. Doja Cat),StarBoi3,"2,375,064",https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
2021-05-28--2021-06-04,72,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee","2,366,231",https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
2021-05-28--2021-06-04,73,Back In Blood (feat. Lil Durk),Pooh Shiesty,"2,356,318",https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
2021-05-28--2021-06-04,74,Straightenin,Migos,"2,347,940",https://open.spotify.com/track/3X2r2CnHOJeV5YekPTgBnK
2021-05-28--2021-06-04,75,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,"2,335,721",https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
2021-05-28--2021-06-04,76,Circles,Post Malone,"2,335,301",https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
2021-05-28--2021-06-04,77,Leave Before You Love Me (with Jonas Brothers),Marshmello,"2,321,818",https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
2021-05-28--2021-06-04,78,Dreams - 2004 Remaster,Fleetwood Mac,"2,294,277",https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
2021-05-28--2021-06-04,79,Lil Bit,"Nelly, Florida Georgia Line","2,283,991",https://open.spotify.com/track/0NmuYnjETG3u3qx0OmEJev
2021-05-28--2021-06-04,80,Fiel,"Los Legendarios, Wisin, Jhay Cortez","2,256,836",https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
2021-05-28--2021-06-04,81,Wishing Well,Juice WRLD,"2,255,433",https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
2021-05-28--2021-06-04,82,Laugh Now Cry Later (feat. Lil Durk),Drake,"2,233,270",https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
2021-05-28--2021-06-04,83,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,"2,218,842",https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
2021-05-28--2021-06-04,84,Come & Go (with Marshmello),Juice WRLD,"2,191,779",https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
2021-05-28--2021-06-04,85,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,"2,158,481",https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
2021-05-28--2021-06-04,86,Seeing Green (with Drake & Lil Wayne),Nicki Minaj,"2,157,714",https://open.spotify.com/track/1TZv3bujNaYz646eezRE91
2021-05-28--2021-06-04,87,Tampa,Cico P,"2,152,998",https://open.spotify.com/track/5jc4Qcs98R4ZDku8ictuE3
2021-05-28--2021-06-04,88,What You Know Bout Love,Pop Smoke,"2,124,760",https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
2021-05-28--2021-06-04,89,WAP (feat. Megan Thee Stallion),Cardi B,"2,113,572",https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
2021-05-28--2021-06-04,90,We're Good,Dua Lipa,"2,103,666",https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
2021-05-28--2021-06-04,91,34+35,Ariana Grande,"2,102,659",https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
2021-05-28--2021-06-04,92,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,"2,092,579",https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
2021-05-28--2021-06-04,93,WHOLE LOTTA MONEY,BIA,"2,068,108",https://open.spotify.com/track/5yorXJWdBan1Vlh116ZtQ7
2021-05-28--2021-06-04,94,Talking to the Moon,Bruno Mars,"2,024,127",https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
2021-05-28--2021-06-04,95,Dynamite,BTS,"2,017,520",https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
2021-05-28--2021-06-04,96,Robbery,Juice WRLD,"1,991,868",https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
2021-05-28--2021-06-04,97,Ski,"Young Stoner Life, Young Thug, Gunna","1,962,166",https://open.spotify.com/track/6755DFiZ7CWe2WMdTGW5C1
2021-05-28--2021-06-04,98,Big Gangsta,Kevin Gates,"1,941,238",https://open.spotify.com/track/03ERnTvSV5fy8WAyvA4uNP
2021-05-28--2021-06-04,99,positions,Ariana Grande,"1,926,559",https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
2021-05-28--2021-06-04,100,Blueberry Faygo,Lil Mosey,"1,925,389",https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
2021-05-28--2021-06-04,101,The Spins,Mac Miller,"1,914,092",https://open.spotify.com/track/51pshtuYkgUQnt5huMPbKL
2021-05-28--2021-06-04,102,Whiskey Glasses,Morgan Wallen,"1,908,425",https://open.spotify.com/track/6foY66mWZN0pSRjZ408c00
2021-05-28--2021-06-04,103,goosebumps,Travis Scott,"1,896,187",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
2021-05-28--2021-06-04,104,you broke me first,Tate McRae,"1,892,177",https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
2021-05-28--2021-06-04,105,As the World Caves In,Matt Maltese,"1,892,065",https://open.spotify.com/track/4JE6agBLHGA5TaF6FlqfBD
2021-05-28--2021-06-04,106,Arcade,Duncan Laurence,"1,889,681",https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
2021-05-28--2021-06-04,107,Mr. Brightside,The Killers,"1,877,850",https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
2021-05-28--2021-06-04,108,Someone You Loved,Lewis Capaldi,"1,869,762",https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
2021-05-28--2021-06-04,109,The Box,Roddy Ricch,"1,853,982",https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
2021-05-28--2021-06-04,110,Don't Start Now,Dua Lipa,"1,851,157",https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
2021-05-28--2021-06-04,111,20 Min,Lil Uzi Vert,"1,829,952",https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
2021-05-28--2021-06-04,112,Electric Love,BØRNS,"1,823,519",https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
2021-05-28--2021-06-04,113,Wasted On You,Morgan Wallen,"1,823,220",https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3
2021-05-28--2021-06-04,114,21,Polo G,"1,800,823",https://open.spotify.com/track/3JKgcAa7r07ocVWcV8bS0H
2021-05-28--2021-06-04,115,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions","1,794,119",https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
2021-05-28--2021-06-04,116,Heather,Conan Gray,"1,780,720",https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
2021-05-28--2021-06-04,117,hot girl bummer,blackbear,"1,775,414",https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
2021-05-28--2021-06-04,118,Cloud 9,Beach Bunny,"1,768,312",https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
2021-05-28--2021-06-04,119,Twerkulator,City Girls,"1,767,918",https://open.spotify.com/track/2Ty7EDf9XLYzEUqEIwJfDC
2021-05-28--2021-06-04,120,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,"1,754,995",https://open.spotify.com/track/2IePEfMAtqWS6rLXXFZIgI
2021-05-28--2021-06-04,121,Daddy Issues,The Neighbourhood,"1,751,122",https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
2021-05-28--2021-06-04,122,l e t . g o . m y . h a n d (with Bas & 6LACK),J. Cole,"1,747,888",https://open.spotify.com/track/0GAyuCo975IHGxxiLKDufB
2021-05-28--2021-06-04,123,The Business,Tiësto,"1,740,361",https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
2021-05-28--2021-06-04,124,Tongue Tied,Grouplove,"1,736,650",https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
2021-05-28--2021-06-04,125,1 0 0 . m i l ‘ (with Bas),J. Cole,"1,728,202",https://open.spotify.com/track/4n6NDfYake476trCjJRNl0
2021-05-28--2021-06-04,126,Life Is Good (feat. Drake),Future,"1,719,075",https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
2021-05-28--2021-06-04,127,Washing Machine Heart,Mitski,"1,701,783",https://open.spotify.com/track/4Ys8jQvZOISzmp34BsImRf
2021-05-28--2021-06-04,128,Lucid Dreams (feat. Lil Uzi Vert) - Remix,Juice WRLD,"1,701,564",https://open.spotify.com/track/4iHMpfDjapiXaYUv41Ssvq
2021-05-28--2021-06-04,129,On Me,Lil Baby,"1,699,640",https://open.spotify.com/track/4Iedi94TIaB2GGb1nMB68v
2021-05-28--2021-06-04,130,More Than My Hometown,Morgan Wallen,"1,696,651",https://open.spotify.com/track/5OELUCYgOHKFAvCERnAvfS
2021-05-28--2021-06-04,131,Sure Thing,Miguel,"1,693,471",https://open.spotify.com/track/0JXXNGljqupsJaZsgSbMZV
2021-05-28--2021-06-04,132,Runaway,AURORA,"1,688,850",https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
2021-05-28--2021-06-04,133,Misery Business,Paramore,"1,665,255",https://open.spotify.com/track/6SpLc7EXZIPpy0sVko0aoU
2021-05-28--2021-06-04,134,Chicken Fried,Zac Brown Band,"1,664,268",https://open.spotify.com/track/3eBnEo9WL34ulBCZlLpUQO
2021-05-28--2021-06-04,135,Tennessee Whiskey,Chris Stapleton,"1,653,385",https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx
2021-05-28--2021-06-04,136,Jocelyn Flores,XXXTENTACION,"1,652,294",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
2021-05-28--2021-06-04,137,a p p l y i n g . p r e s s u r e,J. Cole,"1,651,527",https://open.spotify.com/track/1d7q712nXjG98HiwHk7HFS
2021-05-28--2021-06-04,138,Beautiful Crazy,Luke Combs,"1,649,750",https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
2021-05-28--2021-06-04,139,SLOW DANCING IN THE DARK,Joji,"1,644,608",https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
2021-05-28--2021-06-04,140,Bandit (with YoungBoy Never Broke Again),Juice WRLD,"1,642,270",https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd
2021-05-28--2021-06-04,141,MIDDLE CHILD,J. Cole,"1,633,522",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
2021-05-28--2021-06-04,142,Don't Stop Believin',Journey,"1,630,643",https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
2021-05-28--2021-06-04,143,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,"1,630,471",https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
2021-05-28--2021-06-04,144,Therefore I Am,Billie Eilish,"1,626,964",https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
2021-05-28--2021-06-04,145,t h e . c l i m b . b a c k,J. Cole,"1,607,564",https://open.spotify.com/track/5lLNBIyjp72btcnrjBG751
2021-05-28--2021-06-04,146,Godzilla (feat. Juice WRLD),Eminem,"1,607,555",https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
2021-05-28--2021-06-04,147,Are You Bored Yet? (feat. Clairo),Wallows,"1,591,895",https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
2021-05-28--2021-06-04,148,XO Tour Llif3,Lil Uzi Vert,"1,590,981",https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
2021-05-28--2021-06-04,149,Whoopty,CJ,"1,581,104",https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
2021-05-28--2021-06-04,150,Masterpiece,DaBaby,"1,579,718",https://open.spotify.com/track/26UxwWl9xCb83OynXELJcL
2021-05-28--2021-06-04,151,Glad You Exist,Dan + Shay,"1,576,344",https://open.spotify.com/track/472vIK1ldetTxRxG3ovaiY
2021-05-28--2021-06-04,152,Dior,Pop Smoke,"1,566,795",https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
2021-05-28--2021-06-04,153,Bang!,AJR,"1,562,958",https://open.spotify.com/track/5FQPpxOXsvkMN6v18gtpwY
2021-05-28--2021-06-04,154,The Less I Know The Better,Tame Impala,"1,557,925",https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
2021-05-28--2021-06-04,155,7 Summers,Morgan Wallen,"1,555,656",https://open.spotify.com/track/4obHzpwGrjoTuZh2DItEMZ
2021-05-28--2021-06-04,156,lovely (with Khalid),Billie Eilish,"1,553,572",https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
2021-05-28--2021-06-04,157,When It Rains It Pours,Luke Combs,"1,550,975",https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
2021-05-28--2021-06-04,158,Sand In My Boots,Morgan Wallen,"1,546,930",https://open.spotify.com/track/0uRrG2jRR5tuifsYIJHEao
2021-05-28--2021-06-04,159,Ric Flair Drip (with Metro Boomin),Offset,"1,539,393",https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
2021-05-28--2021-06-04,160,Put Your Records On,Ritt Momney,"1,537,595",https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
2021-05-28--2021-06-04,161,Cigarette Daydreams,Cage The Elephant,"1,534,430",https://open.spotify.com/track/0lkQOB949M2gLyut86aJ1b
2021-05-28--2021-06-04,162,Chasing After You (with Maren Morris),Ryan Hurd,"1,532,503",https://open.spotify.com/track/1ZIKpMTRPqhwAoVXWY3tXI
2021-05-28--2021-06-04,163,Chasin' You,Morgan Wallen,"1,531,996",https://open.spotify.com/track/5MwynWK9s4hlyKHqhkNn4A
2021-05-28--2021-06-04,164,SICKO MODE,Travis Scott,"1,531,223",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
2021-05-28--2021-06-04,165,Knock Knock,SoFaygo,"1,527,494",https://open.spotify.com/track/6aHoPULNO7pSL2ZfUY0bU8
2021-05-28--2021-06-04,166,Botella Tras Botella,"Gera MX, Christian Nodal","1,526,310",https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
2021-05-28--2021-06-04,167,Lean Wit Me,Juice WRLD,"1,524,905",https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
2021-05-28--2021-06-04,168,Pop Out (feat. Lil Tjay),Polo G,"1,521,902",https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1
2021-05-28--2021-06-04,169,Nobody Special (with Future),Hotboii,"1,517,011",https://open.spotify.com/track/4hxAZVGVvBibnz36zIF6QN
2021-05-28--2021-06-04,170,Everybody Talks,Neon Trees,"1,514,398",https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq
2021-05-28--2021-06-04,171,Richer (feat. Polo G),Rod Wave,"1,514,296",https://open.spotify.com/track/7HsjuVBM93Z2RoxjpWLgTT
2021-05-28--2021-06-04,172,Adore You,Harry Styles,"1,512,360",https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
2021-05-28--2021-06-04,173,Drankin N Smokin,"Future, Lil Uzi Vert","1,507,710",https://open.spotify.com/track/0k7wmahjkn389wAZdz19Cv
2021-05-28--2021-06-04,174,Drip Too Hard (Lil Baby & Gunna),Lil Baby,"1,503,523",https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
2021-05-28--2021-06-04,175,505,Arctic Monkeys,"1,502,524",https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS
2021-05-28--2021-06-04,176,BOP,DaBaby,"1,495,470",https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
2021-05-28--2021-06-04,177,Final Warning,NLE Choppa,"1,493,276",https://open.spotify.com/track/3LVcKphzONOdQ2EATazlZq
2021-05-28--2021-06-04,178,Tyler Herro,Jack Harlow,"1,492,484",https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ
2021-05-28--2021-06-04,179,The Hills,The Weeknd,"1,490,081",https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
2021-05-28--2021-06-04,180,Cover Me Up,Morgan Wallen,"1,486,882",https://open.spotify.com/track/0mKnuxVkPi5h0kuvZl44VM
2021-05-28--2021-06-04,181,Lost Cause,Billie Eilish,"1,479,162",https://open.spotify.com/track/2xdwCJLfKCkat14mlgR26M
2021-05-28--2021-06-04,182,Beer Never Broke My Heart,Luke Combs,"1,478,570",https://open.spotify.com/track/7aEtlGHoiPAfRB084NiDmx
2021-05-28--2021-06-04,183,Before You Go,Lewis Capaldi,"1,477,232",https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
2021-05-28--2021-06-04,184,SAD!,XXXTENTACION,"1,477,151",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
2021-05-28--2021-06-04,185,Body Like A Back Road,Sam Hunt,"1,472,948",https://open.spotify.com/track/7FpBQ067pHB67deawpbbcY
2021-05-28--2021-06-04,186,LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA","1,467,048",https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
2021-05-28--2021-06-04,187,death bed (coffee for your head),"Powfu, beabadoobee","1,465,406",https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
2021-05-28--2021-06-04,188,HIGHEST IN THE ROOM,Travis Scott,"1,458,698",https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
2021-05-28--2021-06-04,189,Breaking Up Was Easy In The 90's,Sam Hunt,"1,450,704",https://open.spotify.com/track/4sf2L157iEgAR7yrCNLgSq
2021-05-28--2021-06-04,190,Congratulations,"Post Malone, Quavo","1,448,128",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
2021-05-28--2021-06-04,191,POPSTAR (feat. Drake),DJ Khaled,"1,444,440",https://open.spotify.com/track/1sbEeUY8KsdvgiQi26JBFz
2021-05-28--2021-06-04,192,h u n g e r . o n . h i l l s i d e (with Bas),J. Cole,"1,435,680",https://open.spotify.com/track/5BwQjRasNcdRPuVWKcHto2
2021-05-28--2021-06-04,193,Wagon Wheel,Darius Rucker,"1,435,007",https://open.spotify.com/track/3xdjjKMcMOFgo1eQrfbogM
2021-05-28--2021-06-04,194,Real As It Gets (feat. EST Gee),Lil Baby,"1,433,301",https://open.spotify.com/track/7eX3um6NpOQKWJMGCi97XD
2021-05-28--2021-06-04,195,Ballin' (with Roddy Ricch),Mustard,"1,432,766",https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
2021-05-28--2021-06-04,196,Passionfruit,Drake,"1,430,656",https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
2021-05-28--2021-06-04,197,Roses - Imanbek Remix,SAINt JHN,"1,428,187",https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
2021-05-28--2021-06-04,198,GO (feat. Juice WRLD),The Kid LAROI,"1,425,283",https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
2021-05-28--2021-06-04,199,My Ordinary Life,The Living Tombstone,"1,423,843",https://open.spotify.com/track/6tMdpUXfT70TD6Eh3XfB1p
2021-05-28--2021-06-04,200,100 MILLONES,"Bad Bunny, Luar La L","1,423,608",https://open.spotify.com/track/4Ixc50wY5pbUvNEogTQ2wL
2021-05-21--2021-05-28,1,good 4 u,Olivia Rodrigo,"31,739,490",https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
2021-05-21--2021-05-28,2,deja vu,Olivia Rodrigo,"17,172,477",https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
2021-05-21--2021-05-28,3,traitor,Olivia Rodrigo,"15,859,798",https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
2021-05-21--2021-05-28,4,brutal,Olivia Rodrigo,"15,102,362",https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
2021-05-21--2021-05-28,5,happier,Olivia Rodrigo,"12,954,435",https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
2021-05-21--2021-05-28,6,enough for you,Olivia Rodrigo,"12,891,849",https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
2021-05-21--2021-05-28,7,drivers license,Olivia Rodrigo,"12,330,891",https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
2021-05-21--2021-05-28,8,"1 step forward, 3 steps back",Olivia Rodrigo,"11,914,564",https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg
2021-05-21--2021-05-28,9,favorite crime,Olivia Rodrigo,"11,861,745",https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
2021-05-21--2021-05-28,10,"jealousy, jealousy",Olivia Rodrigo,"10,878,327",https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
2021-05-21--2021-05-28,11,Kiss Me More (feat. SZA),Doja Cat,"10,784,324",https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
2021-05-21--2021-05-28,12,hope ur ok,Olivia Rodrigo,"9,604,944",https://open.spotify.com/track/1zejeOnykpCoyVSit6Bwp3
2021-05-21--2021-05-28,13,Butter,BTS,"9,370,906",https://open.spotify.com/track/3VqeTFIvhxu3DIe4eZVzGq
2021-05-21--2021-05-28,14,RAPSTAR,Polo G,"9,255,886",https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
2021-05-21--2021-05-28,15,Levitating (feat. DaBaby),Dua Lipa,"7,864,788",https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
2021-05-21--2021-05-28,16,MONTERO (Call Me By Your Name),Lil Nas X,"7,658,494",https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
2021-05-21--2021-05-28,17,m y . l i f e (with 21 Savage & Morray),J. Cole,"7,384,507",https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG
2021-05-21--2021-05-28,18,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,"6,499,676",https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
2021-05-21--2021-05-28,19,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,"6,444,032",https://open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf
2021-05-21--2021-05-28,20,Astronaut In The Ocean,Masked Wolf,"5,413,253",https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
2021-05-21--2021-05-28,21,a m a r i,J. Cole,"5,298,813",https://open.spotify.com/track/2cnKST6T9qUo2i907lm8zX
2021-05-21--2021-05-28,22,Heat Waves,Glass Animals,"5,144,802",https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
2021-05-21--2021-05-28,23,Wants and Needs (feat. Lil Baby),Drake,"5,131,499",https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
2021-05-21--2021-05-28,24,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic","5,071,705",https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
2021-05-21--2021-05-28,25,GANG GANG (with Lil Wayne),Polo G,"4,875,671",https://open.spotify.com/track/4VW44pawoOHPUjlN7DX5vk
2021-05-21--2021-05-28,26,Miss The Rage (feat. Playboi Carti),Trippie Redd,"4,771,487",https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
2021-05-21--2021-05-28,27,Heartbreak Anniversary,Giveon,"4,278,106",https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
2021-05-21--2021-05-28,28,Up,Cardi B,"4,108,335",https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
2021-05-21--2021-05-28,29,Build a Bitch,Bella Poarch,"4,074,813",https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
2021-05-21--2021-05-28,30,i n t e r l u d e,J. Cole,"3,997,890",https://open.spotify.com/track/08LwMWf5Tcfsd752EPzFV0
2021-05-21--2021-05-28,31,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,"3,959,498",https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
2021-05-21--2021-05-28,32,SUN GOES DOWN,Lil Nas X,"3,901,452",https://open.spotify.com/track/34eF4BoV8FPk0uhAAoqU7h
2021-05-21--2021-05-28,33,telepatía,Kali Uchis,"3,776,319",https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
2021-05-21--2021-05-28,34,Best Friend (feat. Doja Cat),Saweetie,"3,724,605",https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
2021-05-21--2021-05-28,35,9 5 . s o u t h,J. Cole,"3,685,036",https://open.spotify.com/track/5R691ipUYRDYW6ehapjoj6
2021-05-21--2021-05-28,36,Streets,Doja Cat,"3,509,904",https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
2021-05-21--2021-05-28,37,Blinding Lights,The Weeknd,"3,493,752",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
2021-05-21--2021-05-28,38,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,"3,469,385",https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
2021-05-21--2021-05-28,39,NEVER LEFT,Lil Tecca,"3,445,581",https://open.spotify.com/track/21UkXrc9kD48rNpTMI2ecz
2021-05-21--2021-05-28,40,Good Days,SZA,"3,395,004",https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
2021-05-21--2021-05-28,41,Solid (feat. Drake),"Young Stoner Life, Young Thug, Gunna","3,385,140",https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
2021-05-21--2021-05-28,42,Seeing Green (with Drake & Lil Wayne),Nicki Minaj,"3,234,081",https://open.spotify.com/track/1TZv3bujNaYz646eezRE91
2021-05-21--2021-05-28,43,Calling My Phone,"Lil Tjay, 6LACK","3,226,609",https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
2021-05-21--2021-05-28,44,Your Power,Billie Eilish,"3,152,085",https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
2021-05-21--2021-05-28,45,my ex's best friend (with blackbear),Machine Gun Kelly,"3,130,750",https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
2021-05-21--2021-05-28,46,4 Da Gang (with Roddy Ricch),42 Dugg,"3,107,551",https://open.spotify.com/track/1mAey8kEPmDM2icL56kS9d
2021-05-21--2021-05-28,47,Ramen & OJ,"Joyner Lucas, Lil Baby","3,103,708",https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
